Index,0 [STRING(0x0)][0x0],1,0,0,0
23502,"Black Willow Necklace of Fending",40,"56,1,0,0","0,0,0,0",2
23504,"Black Willow Necklace of Slaying",40,"56,1,0,0","0,0,0,0",2
23506,"Black Willow Necklace of Aiming",40,"56,1,0,0","0,0,0,0",2
23508,"Black Willow Necklace of Healing",40,"56,1,0,0","0,0,0,0",2
23510,"Black Willow Necklace of Casting",40,"56,1,0,0","0,0,0,0",2
23512,"Black Willow Armillae of Fending",42,"56,1,0,0","0,0,0,0",2
23514,"Black Willow Armillae of Slaying",42,"56,1,0,0","0,0,0,0",2
23516,"Black Willow Armillae of Aiming",42,"56,1,0,0","0,0,0,0",2
23518,"Black Willow Armillae of Healing",42,"56,1,0,0","0,0,0,0",2
23520,"Black Willow Armillae of Casting",42,"56,1,0,0","0,0,0,0",2
23522,"Silvergrace Ring of Fending",43,"56,1,0,0","0,0,0,0",2
23524,"Silvergrace Ring of Slaying",43,"56,1,0,0","0,0,0,0",2
23526,"Silvergrace Ring of Aiming",43,"56,1,0,0","0,0,0,0",2
23528,"Silvergrace Ring of Healing",43,"56,1,0,0","0,0,0,0",2
23530,"Silvergrace Ring of Casting",43,"56,1,0,0","0,0,0,0",2
23532,"Ornate Nightsteel Armor of Fending",35,"301,3,0,0","0,0,0,0",2
23534,"Ornate Nightsteel Mail of Maiming",35,"302,2,0,0","0,0,0,0",2
23536,"Ornate True Linen Coat of Striking",35,"303,2,0,0","0,0,0,0",2
23538,"Ornate True Linen Jacket of Aiming",35,"304,5,0,0","0,0,0,0",2
23540,"Ornate True Linen Jacket of Scouting",35,"304,6,0,0","0,0,0,0",2
23542,"Ornate True Linen Robe of Healing",35,"305,3,0,0","0,0,0,0",2
23544,"Ornate True Linen Robe of Casting",35,"305,4,0,0","0,0,0,0",2
23546,"Red Tulip Corsage",37,"6069,1,0,0","0,0,0,0",2
23548,"Blue Tulip Corsage",37,"6069,2,0,0","0,0,0,0",2
23550,"Yellow Tulip Corsage",37,"6069,3,0,0","0,0,0,0",2
23552,"Green Tulip Corsage",37,"6069,4,0,0","0,0,0,0",2
23554,"Orange Tulip Corsage",37,"6069,5,0,0","0,0,0,0",2
23556,"Purple Tulip Corsage",37,"6069,6,0,0","0,0,0,0",2
23558,"White Tulip Corsage",37,"6069,7,0,0","0,0,0,0",2
23560,"Black Tulip Corsage",37,"6069,8,0,0","0,0,0,0",2
23562,"Rainbow Tulip Corsage",37,"6069,9,0,0","0,0,0,0",2
23564,"Winter Sweater",35,"6057,2,0,0","0,0,0,0",2
23566,"Adventuring Sweater",35,"6057,1,0,0","0,0,0,0",2
23568,"Spring Shirt",35,"6058,1,0,0","0,0,0,0",2
23570,"Spring Bottoms",36,"6058,1,0,0","0,0,0,0",2
23572,"Spring Shoes",38,"6058,1,0,0","0,0,0,0",2
23574,"Ala Mhigan Gown",35,"6059,1,0,0","0,0,0,0",2
23575,"Galatyn",2,"201,94,1,0","0,0,0,0",2
23576,"Sudarshana Chakra",1,"1606,1,1,0","8806,1,0,0",2
23577,"Farsha",3,"401,63,1,0","0,0,0,0",2
23578,"Ryunohige",5,"501,64,1,0","0,0,0,0",2
23579,"Failnaught",4,"617,1,1,0","698,59,1,0",2
23580,"Nagi",84,"1801,61,1,0","1851,61,1,0",2
23581,"Caladbolg",87,"1501,60,1,0","0,0,0,0",2
23582,"Outsider",88,"2001,39,1,0","2099,1,1,0",2
23583,"Aymur",9,"810,1,1,0","0,0,0,0",2
23584,"Vanargand",7,"1011,1,1,0","0,0,0,0",2
23585,"Lemegeton",10,"1728,1,1,0","0,0,0,0",2
23586,"Organum",98,"1730,1,1,0","0,0,0,0",2
23587,"Pleiades",89,"2109,1,1,0","2199,1,82,0",2
23588,"Kiku-ichimonji",96,"2201,12,1,0","2254,1,1,0",2
23589,"Murgleis",97,"2301,1,1,0","2351,1,1,0",2
23590,"Evalach",11,"101,65,1,0","0,0,0,0",2
23591,"Galatyn +1",2,"201,94,1,0","0,0,0,0",2
23592,"Sudarshana Chakra +1",1,"1606,1,1,0","8806,1,0,0",2
23593,"Farsha +1",3,"401,63,1,0","0,0,0,0",2
23594,"Ryunohige +1",5,"501,64,1,0","0,0,0,0",2
23595,"Failnaught +1",4,"617,1,1,0","698,59,1,0",2
23596,"Nagi +1",84,"1801,61,1,0","1851,61,1,0",2
23597,"Caladbolg +1",87,"1501,60,1,0","0,0,0,0",2
23598,"Outsider +1",88,"2001,39,1,0","2099,1,1,0",2
23599,"Aymur +1",9,"810,1,1,0","0,0,0,0",2
23600,"Vanargand +1",7,"1011,1,1,0","0,0,0,0",2
23601,"Lemegeton +1",10,"1728,1,1,0","0,0,0,0",2
23602,"Organum +1",98,"1730,1,1,0","0,0,0,0",2
23603,"Pleiades +1",89,"2109,1,1,0","2199,1,82,0",2
23604,"Kiku-ichimonji +1",96,"2201,12,1,0","2254,1,1,0",2
23605,"Murgleis +1",97,"2301,1,1,0","2351,1,1,0",2
23606,"Evalach +1",11,"101,65,1,0","0,0,0,0",2
23607,"Galatyn +2",2,"201,94,1,0","0,0,0,0",2
23608,"Sudarshana Chakra +2",1,"1606,1,1,0","8806,1,0,0",2
23609,"Farsha +2",3,"401,63,1,0","0,0,0,0",2
23610,"Ryunohige +2",5,"501,64,1,0","0,0,0,0",2
23611,"Failnaught +2",4,"617,1,1,0","698,59,1,0",2
23612,"Nagi +2",84,"1801,61,1,0","1851,61,1,0",2
23613,"Caladbolg +2",87,"1501,60,1,0","0,0,0,0",2
23614,"Outsider +2",88,"2001,39,1,0","2099,1,1,0",2
23615,"Aymur +2",9,"810,1,1,0","0,0,0,0",2
23616,"Vanargand +2",7,"1011,1,1,0","0,0,0,0",2
23617,"Lemegeton +2",10,"1728,1,1,0","0,0,0,0",2
23618,"Organum +2",98,"1730,1,1,0","0,0,0,0",2
23619,"Pleiades +2",89,"2109,1,1,0","2199,1,82,0",2
23620,"Kiku-ichimonji +2",96,"2201,12,1,0","2254,1,1,0",2
23621,"Murgleis +2",97,"2301,1,1,0","2351,1,1,0",2
23622,"Evalach +2",11,"101,65,1,0","0,0,0,0",2
23623,"Galatyn Anemos",2,"201,94,2,0","0,0,0,0",2
23624,"Sudarshana Chakra Anemos",1,"1606,1,2,0","8806,1,0,0",2
23625,"Farsha Anemos",3,"401,63,2,0","0,0,0,0",2
23626,"Ryunohige Anemos",5,"501,64,2,0","0,0,0,0",2
23627,"Failnaught Anemos",4,"617,1,2,0","698,59,1,0",2
23628,"Nagi Anemos",84,"1801,61,2,0","1851,61,2,0",2
23629,"Caladbolg Anemos",87,"1501,60,2,0","0,0,0,0",2
23630,"Outsider Anemos",88,"2001,39,2,0","2099,1,1,0",2
23631,"Aymur Anemos",9,"810,1,2,0","0,0,0,0",2
23632,"Vanargand Anemos",7,"1011,1,2,0","0,0,0,0",2
23633,"Lemegeton Anemos",10,"1728,1,2,0","0,0,0,0",2
23634,"Organum Anemos",98,"1730,1,2,0","0,0,0,0",2
23635,"Pleiades Anemos",89,"2109,1,2,0","2199,1,82,0",2
23636,"Kiku-ichimonji Anemos",96,"2201,12,3,0","2254,1,1,0",2
23637,"Murgleis Anemos",97,"2301,1,2,0","2351,1,2,0",2
23638,"Evalach Anemos",11,"101,65,2,0","0,0,0,0",2
23640,"Chivalrous Circlet",34,"318,1,0,0","0,0,0,0",2
23642,"Chivalrous Surcoat",35,"318,1,0,0","0,0,0,0",2
23644,"Chivalrous Gauntlets",37,"318,1,0,0","0,0,0,0",2
23646,"Chivalrous Cuisses",36,"318,1,0,0","0,0,0,0",2
23648,"Chivalrous Sollerets",38,"318,1,0,0","0,0,0,0",2
23650,"Pacifist's Circlet",34,"319,1,0,0","0,0,0,0",2
23652,"Pacifist's Vest",35,"319,1,0,0","0,0,0,0",2
23654,"Pacifist's Armguards",37,"319,1,0,0","0,0,0,0",2
23656,"Pacifist's Gaskins",36,"319,1,0,0","0,0,0,0",2
23658,"Pacifist's Boots",38,"319,1,0,0","0,0,0,0",2
23660,"Brutal Visor",34,"320,1,0,0","0,0,0,0",2
23662,"Brutal Lorica",35,"320,1,0,0","0,0,0,0",2
23664,"Brutal Gauntlets",37,"320,1,0,0","0,0,0,0",2
23666,"Brutal Breeches",36,"320,1,0,0","0,0,0,0",2
23668,"Brutal Sollerets",38,"320,1,0,0","0,0,0,0",2
23670,"Trueblood Armet",34,"321,1,0,0","0,0,0,0",2
23672,"Trueblood Mail",35,"321,1,0,0","0,0,0,0",2
23674,"Trueblood Gauntlets",37,"321,1,0,0","0,0,0,0",2
23676,"Trueblood Brais",36,"321,1,0,0","0,0,0,0",2
23678,"Trueblood Greaves",38,"321,1,0,0","0,0,0,0",2
23680,"Storyteller's Chapeau",34,"322,1,0,0","0,0,0,0",2
23682,"Storyteller's Coat",35,"322,1,0,0","0,0,0,0",2
23684,"Storyteller's Gloves",37,"322,1,0,0","0,0,0,0",2
23686,"Storyteller's Bottoms",36,"322,1,0,0","0,0,0,0",2
23688,"Storyteller's Boots",38,"322,1,0,0","0,0,0,0",2
23690,"Seventh Heaven Circlet",34,"323,1,0,0","0,0,0,0",2
23692,"Seventh Heaven Top",35,"323,1,0,0","0,0,0,0",2
23694,"Seventh Heaven Fingerless Gloves",37,"323,1,0,0","0,0,0,0",2
23696,"Seventh Heaven Bottoms",36,"323,1,0,0","0,0,0,0",2
23698,"Seventh Heaven Thighboots",38,"323,1,0,0","0,0,0,0",2
23700,"Seventh Hell Petasos",34,"324,1,0,0","0,0,0,0",2
23702,"Seventh Hell Coat",35,"324,1,0,0","0,0,0,0",2
23704,"Seventh Hell Gloves",37,"324,1,0,0","0,0,0,0",2
23706,"Seventh Hell Breeches",36,"324,1,0,0","0,0,0,0",2
23708,"Seventh Hell Thighboots",38,"324,1,0,0","0,0,0,0",2
23710,"Channeler's Horn",34,"325,1,0,0","0,0,0,0",2
23712,"Channeler's Vest",35,"325,1,0,0","0,0,0,0",2
23714,"Channeler's Armlets",37,"325,1,0,0","0,0,0,0",2
23716,"Channeler's Halfslops",36,"325,1,0,0","0,0,0,0",2
23718,"Channeler's Boots",38,"325,1,0,0","0,0,0,0",2
23720,"Orator's Mortarboard",34,"326,1,0,0","0,0,0,0",2
23722,"Orator's Coat",35,"326,1,0,0","0,0,0,0",2
23724,"Orator's Cuffs",37,"326,1,0,0","0,0,0,0",2
23726,"Orator's Bottoms",36,"326,1,0,0","0,0,0,0",2
23728,"Orator's Shoes",38,"326,1,0,0","0,0,0,0",2
23730,"Kage-kakushi Somen",34,"327,1,0,0","0,0,0,0",2
23732,"Kage-kakushi Chainmail",35,"327,1,0,0","0,0,0,0",2
23734,"Kage-kakushi Tekko",37,"327,1,0,0","0,0,0,0",2
23736,"Kage-kakushi Hakama",36,"327,1,0,0","0,0,0,0",2
23738,"Kage-kakushi Kyahan",38,"327,1,0,0","0,0,0,0",2
23740,"Abyss Burgeonet",34,"328,1,0,0","0,0,0,0",2
23742,"Abyss Cuirass",35,"328,1,0,0","0,0,0,0",2
23744,"Abyss Gauntlets",37,"328,1,0,0","0,0,0,0",2
23746,"Abyss Flanchard",36,"328,1,0,0","0,0,0,0",2
23748,"Abyss Sollerets",38,"328,1,0,0","0,0,0,0",2
23750,"Gunner's Goggles",34,"329,1,0,0","0,0,0,0",2
23752,"Gunner's Coat",35,"329,1,0,0","0,0,0,0",2
23754,"Gunner's Gloves",37,"329,1,0,0","0,0,0,0",2
23756,"Gunner's Trousers",36,"329,1,0,0","0,0,0,0",2
23758,"Gunner's Thighboots",38,"329,1,0,0","0,0,0,0",2
23760,"Constellation Turban",34,"330,1,0,0","0,0,0,0",2
23762,"Constellation Top",35,"330,1,0,0","0,0,0,0",2
23764,"Constellation Armlets",37,"330,1,0,0","0,0,0,0",2
23766,"Constellation Gaskins",36,"330,1,0,0","0,0,0,0",2
23768,"Constellation Sandals",38,"330,1,0,0","0,0,0,0",2
23770,"Myochin Jingasa",34,"377,1,0,0","0,0,0,0",2
23772,"Myochin Haori",35,"377,1,0,0","0,0,0,0",2
23774,"Myochin Tekko",37,"377,1,0,0","0,0,0,0",2
23776,"Myochin Hakama",36,"377,1,0,0","0,0,0,0",2
23778,"Myochin Geta",38,"377,1,0,0","0,0,0,0",2
23780,"Duelist's Chapeau",34,"378,1,0,0","0,0,0,0",2
23782,"Duelist's Tabard",35,"378,1,0,0","0,0,0,0",2
23784,"Duelist's Gloves",37,"378,1,0,0","0,0,0,0",2
23786,"Duelist's Breeches",36,"378,1,0,0","0,0,0,0",2
23788,"Duelist's Thighboots",38,"378,1,0,0","0,0,0,0",2
23790,"Chivalrous Circlet +1",34,"318,1,0,0","0,0,0,0",2
23792,"Chivalrous Surcoat +1",35,"318,1,0,0","0,0,0,0",2
23794,"Chivalrous Gauntlets +1",37,"318,1,0,0","0,0,0,0",2
23796,"Chivalrous Cuisses +1",36,"318,1,0,0","0,0,0,0",2
23798,"Chivalrous Sollerets +1",38,"318,1,0,0","0,0,0,0",2
23800,"Pacifist's Circlet +1",34,"319,1,0,0","0,0,0,0",2
23802,"Pacifist's Vest +1",35,"319,1,0,0","0,0,0,0",2
23804,"Pacifist's Armguards +1",37,"319,1,0,0","0,0,0,0",2
23806,"Pacifist's Gaskins +1",36,"319,1,0,0","0,0,0,0",2
23808,"Pacifist's Boots +1",38,"319,1,0,0","0,0,0,0",2
23810,"Brutal Visor +1",34,"320,1,0,0","0,0,0,0",2
23812,"Brutal Lorica +1",35,"320,1,0,0","0,0,0,0",2
23814,"Brutal Gauntlets +1",37,"320,1,0,0","0,0,0,0",2
23816,"Brutal Breeches +1",36,"320,1,0,0","0,0,0,0",2
23818,"Brutal Sollerets +1",38,"320,1,0,0","0,0,0,0",2
23820,"Trueblood Armet +1",34,"321,1,0,0","0,0,0,0",2
23822,"Trueblood Mail +1",35,"321,1,0,0","0,0,0,0",2
23824,"Trueblood Gauntlets +1",37,"321,1,0,0","0,0,0,0",2
23826,"Trueblood Brais +1",36,"321,1,0,0","0,0,0,0",2
23828,"Trueblood Greaves +1",38,"321,1,0,0","0,0,0,0",2
23830,"Storyteller's Chapeau +1",34,"322,1,0,0","0,0,0,0",2
23832,"Storyteller's Coat +1",35,"322,1,0,0","0,0,0,0",2
23834,"Storyteller's Gloves +1",37,"322,1,0,0","0,0,0,0",2
23836,"Storyteller's Bottoms +1",36,"322,1,0,0","0,0,0,0",2
23838,"Storyteller's Boots +1",38,"322,1,0,0","0,0,0,0",2
23840,"Seventh Heaven Circlet +1",34,"323,1,0,0","0,0,0,0",2
23842,"Seventh Heaven Top +1",35,"323,1,0,0","0,0,0,0",2
23844,"Seventh Heaven Fingerless Gloves +1",37,"323,1,0,0","0,0,0,0",2
23846,"Seventh Heaven Bottoms +1",36,"323,1,0,0","0,0,0,0",2
23848,"Seventh Heaven Thighboots +1",38,"323,1,0,0","0,0,0,0",2
23850,"Seventh Hell Petasos +1",34,"324,1,0,0","0,0,0,0",2
23852,"Seventh Hell Coat +1",35,"324,1,0,0","0,0,0,0",2
23854,"Seventh Hell Gloves +1",37,"324,1,0,0","0,0,0,0",2
23856,"Seventh Hell Breeches +1",36,"324,1,0,0","0,0,0,0",2
23858,"Seventh Hell Thighboots +1",38,"324,1,0,0","0,0,0,0",2
23860,"Channeler's Horn +1",34,"325,1,0,0","0,0,0,0",2
23862,"Channeler's Vest +1",35,"325,1,0,0","0,0,0,0",2
23864,"Channeler's Armlets +1",37,"325,1,0,0","0,0,0,0",2
23866,"Channeler's Halfslops +1",36,"325,1,0,0","0,0,0,0",2
23868,"Channeler's Boots +1",38,"325,1,0,0","0,0,0,0",2
23870,"Orator's Mortarboard +1",34,"326,1,0,0","0,0,0,0",2
23872,"Orator's Coat +1",35,"326,1,0,0","0,0,0,0",2
23874,"Orator's Cuffs +1",37,"326,1,0,0","0,0,0,0",2
23876,"Orator's Bottoms +1",36,"326,1,0,0","0,0,0,0",2
23878,"Orator's Shoes +1",38,"326,1,0,0","0,0,0,0",2
23880,"Kage-kakushi Somen +1",34,"327,1,0,0","0,0,0,0",2
23882,"Kage-kakushi Chainmail +1",35,"327,1,0,0","0,0,0,0",2
23884,"Kage-kakushi Tekko +1",37,"327,1,0,0","0,0,0,0",2
23886,"Kage-kakushi Hakama +1",36,"327,1,0,0","0,0,0,0",2
23888,"Kage-kakushi Kyahan +1",38,"327,1,0,0","0,0,0,0",2
23890,"Abyss Burgeonet +1",34,"328,1,0,0","0,0,0,0",2
23892,"Abyss Cuirass +1",35,"328,1,0,0","0,0,0,0",2
23894,"Abyss Gauntlets +1",37,"328,1,0,0","0,0,0,0",2
23896,"Abyss Flanchard +1",36,"328,1,0,0","0,0,0,0",2
23898,"Abyss Sollerets +1",38,"328,1,0,0","0,0,0,0",2
23900,"Gunner's Goggles +1",34,"329,1,0,0","0,0,0,0",2
23902,"Gunner's Coat +1",35,"329,1,0,0","0,0,0,0",2
23904,"Gunner's Gloves +1",37,"329,1,0,0","0,0,0,0",2
23906,"Gunner's Trousers +1",36,"329,1,0,0","0,0,0,0",2
23908,"Gunner's Thighboots +1",38,"329,1,0,0","0,0,0,0",2
23910,"Constellation Turban +1",34,"330,1,0,0","0,0,0,0",2
23912,"Constellation Top +1",35,"330,1,0,0","0,0,0,0",2
23914,"Constellation Armlets +1",37,"330,1,0,0","0,0,0,0",2
23916,"Constellation Gaskins +1",36,"330,1,0,0","0,0,0,0",2
23918,"Constellation Sandals +1",38,"330,1,0,0","0,0,0,0",2
23920,"Myochin Jingasa +1",34,"377,1,0,0","0,0,0,0",2
23922,"Myochin Haori +1",35,"377,1,0,0","0,0,0,0",2
23924,"Myochin Tekko +1",37,"377,1,0,0","0,0,0,0",2
23926,"Myochin Hakama +1",36,"377,1,0,0","0,0,0,0",2
23928,"Myochin Geta +1",38,"377,1,0,0","0,0,0,0",2
23930,"Duelist's Chapeau +1",34,"378,1,0,0","0,0,0,0",2
23932,"Duelist's Tabard +1",35,"378,1,0,0","0,0,0,0",2
23934,"Duelist's Gloves +1",37,"378,1,0,0","0,0,0,0",2
23936,"Duelist's Breeches +1",36,"378,1,0,0","0,0,0,0",2
23938,"Duelist's Thighboots +1",38,"378,1,0,0","0,0,0,0",2
23940,"Chivalrous Circlet +2",34,"318,1,0,0","0,0,0,0",2
23942,"Chivalrous Surcoat +2",35,"318,1,0,0","0,0,0,0",2
23944,"Chivalrous Gauntlets +2",37,"318,1,0,0","0,0,0,0",2
23946,"Chivalrous Cuisses +2",36,"318,1,0,0","0,0,0,0",2
23948,"Chivalrous Sollerets +2",38,"318,1,0,0","0,0,0,0",2
23950,"Pacifist's Circlet +2",34,"319,1,0,0","0,0,0,0",2
23952,"Pacifist's Vest +2",35,"319,1,0,0","0,0,0,0",2
23954,"Pacifist's Armguards +2",37,"319,1,0,0","0,0,0,0",2
23956,"Pacifist's Gaskins +2",36,"319,1,0,0","0,0,0,0",2
23958,"Pacifist's Boots +2",38,"319,1,0,0","0,0,0,0",2
23960,"Brutal Visor +2",34,"320,1,0,0","0,0,0,0",2
23962,"Brutal Lorica +2",35,"320,1,0,0","0,0,0,0",2
23964,"Brutal Gauntlets +2",37,"320,1,0,0","0,0,0,0",2
23966,"Brutal Breeches +2",36,"320,1,0,0","0,0,0,0",2
23968,"Brutal Sollerets +2",38,"320,1,0,0","0,0,0,0",2
23970,"Trueblood Armet +2",34,"321,1,0,0","0,0,0,0",2
23972,"Trueblood Mail +2",35,"321,1,0,0","0,0,0,0",2
23974,"Trueblood Gauntlets +2",37,"321,1,0,0","0,0,0,0",2
23976,"Trueblood Brais +2",36,"321,1,0,0","0,0,0,0",2
23978,"Trueblood Greaves +2",38,"321,1,0,0","0,0,0,0",2
23980,"Storyteller's Chapeau +2",34,"322,1,0,0","0,0,0,0",2
23982,"Storyteller's Coat +2",35,"322,1,0,0","0,0,0,0",2
23984,"Storyteller's Gloves +2",37,"322,1,0,0","0,0,0,0",2
23986,"Storyteller's Bottoms +2",36,"322,1,0,0","0,0,0,0",2
23988,"Storyteller's Boots +2",38,"322,1,0,0","0,0,0,0",2
23990,"Seventh Heaven Circlet +2",34,"323,1,0,0","0,0,0,0",2
23992,"Seventh Heaven Top +2",35,"323,1,0,0","0,0,0,0",2
23994,"Seventh Heaven Fingerless Gloves +2",37,"323,1,0,0","0,0,0,0",2
23996,"Seventh Heaven Bottoms +2",36,"323,1,0,0","0,0,0,0",2
23998,"Seventh Heaven Thighboots +2",38,"323,1,0,0","0,0,0,0",2
24000,"Seventh Hell Petasos +2",34,"324,1,0,0","0,0,0,0",2
24002,"Seventh Hell Coat +2",35,"324,1,0,0","0,0,0,0",2
24004,"Seventh Hell Gloves +2",37,"324,1,0,0","0,0,0,0",2
24006,"Seventh Hell Breeches +2",36,"324,1,0,0","0,0,0,0",2
24008,"Seventh Hell Thighboots +2",38,"324,1,0,0","0,0,0,0",2
24010,"Channeler's Horn +2",34,"325,1,0,0","0,0,0,0",2
24012,"Channeler's Vest +2",35,"325,1,0,0","0,0,0,0",2
24014,"Channeler's Armlets +2",37,"325,1,0,0","0,0,0,0",2
24016,"Channeler's Halfslops +2",36,"325,1,0,0","0,0,0,0",2
24018,"Channeler's Boots +2",38,"325,1,0,0","0,0,0,0",2
24020,"Orator's Mortarboard +2",34,"326,1,0,0","0,0,0,0",2
24022,"Orator's Coat +2",35,"326,1,0,0","0,0,0,0",2
24024,"Orator's Cuffs +2",37,"326,1,0,0","0,0,0,0",2
24026,"Orator's Bottoms +2",36,"326,1,0,0","0,0,0,0",2
24028,"Orator's Shoes +2",38,"326,1,0,0","0,0,0,0",2
24030,"Kage-kakushi Somen +2",34,"327,1,0,0","0,0,0,0",2
24032,"Kage-kakushi Chainmail +2",35,"327,1,0,0","0,0,0,0",2
24034,"Kage-kakushi Tekko +2",37,"327,1,0,0","0,0,0,0",2
24036,"Kage-kakushi Hakama +2",36,"327,1,0,0","0,0,0,0",2
24038,"Kage-kakushi Kyahan +2",38,"327,1,0,0","0,0,0,0",2
24040,"Abyss Burgeonet +2",34,"328,1,0,0","0,0,0,0",2
24042,"Abyss Cuirass +2",35,"328,1,0,0","0,0,0,0",2
24044,"Abyss Gauntlets +2",37,"328,1,0,0","0,0,0,0",2
24046,"Abyss Flanchard +2",36,"328,1,0,0","0,0,0,0",2
24048,"Abyss Sollerets +2",38,"328,1,0,0","0,0,0,0",2
24050,"Gunner's Goggles +2",34,"329,1,0,0","0,0,0,0",2
24052,"Gunner's Coat +2",35,"329,1,0,0","0,0,0,0",2
24054,"Gunner's Gloves +2",37,"329,1,0,0","0,0,0,0",2
24056,"Gunner's Trousers +2",36,"329,1,0,0","0,0,0,0",2
24058,"Gunner's Thighboots +2",38,"329,1,0,0","0,0,0,0",2
24060,"Constellation Turban +2",34,"330,1,0,0","0,0,0,0",2
24062,"Constellation Top +2",35,"330,1,0,0","0,0,0,0",2
24064,"Constellation Armlets +2",37,"330,1,0,0","0,0,0,0",2
24066,"Constellation Gaskins +2",36,"330,1,0,0","0,0,0,0",2
24068,"Constellation Sandals +2",38,"330,1,0,0","0,0,0,0",2
24070,"Myochin Jingasa +2",34,"377,1,0,0","0,0,0,0",2
24072,"Myochin Haori +2",35,"377,1,0,0","0,0,0,0",2
24074,"Myochin Tekko +2",37,"377,1,0,0","0,0,0,0",2
24076,"Myochin Hakama +2",36,"377,1,0,0","0,0,0,0",2
24078,"Myochin Geta +2",38,"377,1,0,0","0,0,0,0",2
24080,"Duelist's Chapeau +2",34,"378,1,0,0","0,0,0,0",2
24082,"Duelist's Tabard +2",35,"378,1,0,0","0,0,0,0",2
24084,"Duelist's Gloves +2",37,"378,1,0,0","0,0,0,0",2
24086,"Duelist's Breeches +2",36,"378,1,0,0","0,0,0,0",2
24088,"Duelist's Thighboots +2",38,"378,1,0,0","0,0,0,0",2
24090,"Anemos Chivalrous Circlet",34,"318,1,0,0","0,0,0,0",2
24092,"Anemos Chivalrous Surcoat",35,"318,1,0,0","0,0,0,0",2
24094,"Anemos Chivalrous Gauntlets",37,"318,1,0,0","0,0,0,0",2
24096,"Anemos Chivalrous Cuisses",36,"318,1,0,0","0,0,0,0",2
24098,"Anemos Chivalrous Sollerets",38,"318,1,0,0","0,0,0,0",2
24100,"Anemos Pacifist's Circlet",34,"319,1,0,0","0,0,0,0",2
24102,"Anemos Pacifist's Vest",35,"319,1,0,0","0,0,0,0",2
24104,"Anemos Pacifist's Armguards",37,"319,1,0,0","0,0,0,0",2
24106,"Anemos Pacifist's Gaskins",36,"319,1,0,0","0,0,0,0",2
24108,"Anemos Pacifist's Boots",38,"319,1,0,0","0,0,0,0",2
24110,"Anemos Brutal Visor",34,"320,1,0,0","0,0,0,0",2
24112,"Anemos Brutal Lorica",35,"320,1,0,0","0,0,0,0",2
24114,"Anemos Brutal Gauntlets",37,"320,1,0,0","0,0,0,0",2
24116,"Anemos Brutal Breeches",36,"320,1,0,0","0,0,0,0",2
24118,"Anemos Brutal Sollerets",38,"320,1,0,0","0,0,0,0",2
24120,"Anemos Trueblood Armet",34,"321,1,0,0","0,0,0,0",2
24122,"Anemos Trueblood Mail",35,"321,1,0,0","0,0,0,0",2
24124,"Anemos Trueblood Gauntlets",37,"321,1,0,0","0,0,0,0",2
24126,"Anemos Trueblood Brais",36,"321,1,0,0","0,0,0,0",2
24128,"Anemos Trueblood Greaves",38,"321,1,0,0","0,0,0,0",2
24130,"Anemos Storyteller's Chapeau",34,"322,1,0,0","0,0,0,0",2
24132,"Anemos Storyteller's Coat",35,"322,1,0,0","0,0,0,0",2
24134,"Anemos Storyteller's Gloves",37,"322,1,0,0","0,0,0,0",2
24136,"Anemos Storyteller's Bottoms",36,"322,1,0,0","0,0,0,0",2
24138,"Anemos Storyteller's Boots",38,"322,1,0,0","0,0,0,0",2
24140,"Anemos Seventh Heaven Circlet",34,"323,1,0,0","0,0,0,0",2
24142,"Anemos Seventh Heaven Top",35,"323,1,0,0","0,0,0,0",2
24144,"Anemos Seventh Heaven Fingerless Gloves",37,"323,1,0,0","0,0,0,0",2
24146,"Anemos Seventh Heaven Bottoms",36,"323,1,0,0","0,0,0,0",2
24148,"Anemos Seventh Heaven Thighboots",38,"323,1,0,0","0,0,0,0",2
24150,"Anemos Seventh Hell Petasos",34,"324,1,0,0","0,0,0,0",2
24152,"Anemos Seventh Hell Coat",35,"324,1,0,0","0,0,0,0",2
24154,"Anemos Seventh Hell Gloves",37,"324,1,0,0","0,0,0,0",2
24156,"Anemos Seventh Hell Breeches",36,"324,1,0,0","0,0,0,0",2
24158,"Anemos Seventh Hell Thighboots",38,"324,1,0,0","0,0,0,0",2
24160,"Anemos Channeler's Horn",34,"325,1,0,0","0,0,0,0",2
24162,"Anemos Channeler's Vest",35,"325,1,0,0","0,0,0,0",2
24164,"Anemos Channeler's Armlets",37,"325,1,0,0","0,0,0,0",2
24166,"Anemos Channeler's Halfslops",36,"325,1,0,0","0,0,0,0",2
24168,"Anemos Channeler's Boots",38,"325,1,0,0","0,0,0,0",2
24170,"Anemos Orator's Mortarboard",34,"326,1,0,0","0,0,0,0",2
24172,"Anemos Orator's Coat",35,"326,1,0,0","0,0,0,0",2
24174,"Anemos Orator's Cuffs",37,"326,1,0,0","0,0,0,0",2
24176,"Anemos Orator's Bottoms",36,"326,1,0,0","0,0,0,0",2
24178,"Anemos Orator's Shoes",38,"326,1,0,0","0,0,0,0",2
24180,"Anemos Kage-kakushi Somen",34,"327,1,0,0","0,0,0,0",2
24182,"Anemos Kage-kakushi Chainmail",35,"327,1,0,0","0,0,0,0",2
24184,"Anemos Kage-kakushi Tekko",37,"327,1,0,0","0,0,0,0",2
24186,"Anemos Kage-kakushi Hakama",36,"327,1,0,0","0,0,0,0",2
24188,"Anemos Kage-kakushi Kyahan",38,"327,1,0,0","0,0,0,0",2
